MovieID,Title,Year,Genres,Language,Country,Total Views
1010,"Love Bug, The (1969)",1969,Children's|Comedy,German,India,62805
1016,"Shaggy Dog, The (1959)",1959,Children's|Comedy,Italian,France,63227
1021,Angels in the Outfield (1994),1994,Children's|Comedy,English,India,29925
1367,101 Dalmatians (1996),1996,Children's|Comedy,Italian,USA,37963
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),1997,Children's|Comedy,French,USA,61943
1588,George of the Jungle (1997),1997,Children's|Comedy,Spanish,Canada,70011
1592,Air Bud (1997),1997,Children's|Comedy,Italian,USA,86818
1707,Home Alone 3 (1997),1997,Children's|Comedy,Spanish,Canada,54537
1713,Mouse Hunt (1997),1997,Children's|Comedy,German,USA,33025
1822,Meet the Deedles (1998),1998,Children's|Comedy,French,India,61987
1843,Slappy and the Stinkers (1998),1998,Children's|Comedy,Italian,France,46468
1919,Madeline (1998),1998,Children's|Comedy,French,Canada,2517
2014,Freaky Friday (1977),1977,Children's|Comedy,Italian,USA,16509
2031,"$1,000,000 Duck (1971)",1971,Children's|Comedy,French,India,24224
2032,"Barefoot Executive, The (1971)",1971,Children's|Comedy,French,UK,33684
2035,Blackbeard's Ghost (1968),1968,Children's|Comedy,Italian,Canada,77096
2036,Blank Check (1994),1994,Children's|Comedy,Spanish,UK,85017
2040,"Computer Wore Tennis Shoes, The (1970)",1970,Children's|Comedy,Italian,Italy,10477
2042,D2: The Mighty Ducks (1994),1994,Children's|Comedy,French,UK,17751
2052,Hocus Pocus (1993),1993,Children's|Comedy,Spanish,India,4381
2082,"Mighty Ducks, The (1992)",1992,Children's|Comedy,English,USA,95031
2095,"Shaggy D.A., The (1976)",1976,Children's|Comedy,Italian,Italy,98946
2098,Son of Flubber (1963),1963,Children's|Comedy,Spanish,Canada,55436
2152,Air Bud: Golden Receiver (1998),1998,Children's|Comedy,Italian,Italy,32176
2384,Babe: Pig in the City (1998),1998,Children's|Comedy,Italian,Canada,88642
2709,Muppets From Space (1999),1999,Children's|Comedy,Spanish,Italy,3199
2828,Dudley Do-Right (1999),1999,Children's|Comedy,German,Italy,40184
2886,"Adventures of Elmo in Grouchland, The (1999)",1999,Children's|Comedy,German,France,64577
2953,Home Alone 2: Lost in New York (1992),1992,Children's|Comedy,French,UK,1115
3157,Stuart Little (1999),1999,Children's|Comedy,Italian,USA,52569
3396,"Muppet Movie, The (1979)",1979,Children's|Comedy,German,USA,12858
3397,"Great Muppet Caper, The (1981)",1981,Children's|Comedy,Spanish,USA,90187
3398,"Muppets Take Manhattan, The (1984)",1984,Children's|Comedy,German,India,70540
3399,Sesame Street Presents Follow That Bird (1985),1985,Children's|Comedy,Spanish,Canada,89015
3564,"Flintstones in Viva Rock Vegas, The (2000)",2000,Children's|Comedy,French,USA,81713
34,Babe (1995),1995,Children's|Comedy|Drama,Italian,Canada,62835
1014,Pollyanna (1960),1960,Children's|Comedy|Drama,Spanish,UK,41349
1812,Wide Awake (1998),1998,Children's|Comedy|Drama,Italian,UK,41136
317,"Santa Clause, The (1994)",1994,Children's|Comedy|Fantasy,German,USA,17195
810,Kazaam (1996),1996,Children's|Comedy|Fantasy,French,Canada,92778
1702,Flubber (1997),1997,Children's|Comedy|Fantasy,Spanish,UK,14204
2015,"Absent Minded Professor, The (1961)",1961,Children's|Comedy|Fantasy,Spanish,Canada,97095
551,"Nightmare Before Christmas, The (1993)",1993,Children's|Comedy|Musical,Spanish,USA,88396
1028,Mary Poppins (1964),1964,Children's|Comedy|Musical,Spanish,UK,55288
1018,That Darn Cat! (1965),1965,Children's|Comedy|Mystery,German,Italy,37158
1460,That Darn Cat! (1997),1997,Children's|Comedy|Mystery,French,France,68574
2038,"Cat from Outer Space, The (1978)",1978,Children's|Comedy|Sci-Fi,Spanish,Canada,30973
2053,"Honey, I Blew Up the Kid (1992)",1992,Children's|Comedy|Sci-Fi,Spanish,Italy,8011
1007,"Apple Dumpling Gang, The (1975)",1975,Children's|Comedy|Western,French,USA,68838
2016,"Apple Dumpling Gang Rides Again, The (1979)",1979,Children's|Comedy|Western,English,Canada,8812
241,Fluke (1995),1995,Children's|Drama,German,India,92416
262,"Little Princess, A (1995)",1995,Children's|Drama,Italian,Italy,81269
531,"Secret Garden, The (1993)",1993,Children's|Drama,English,France,7924
755,Kim (1950),1950,Children's|Drama,French,India,84532
917,"Little Princess, The (1939)",1939,Children's|Drama,English,Canada,7212
1012,Old Yeller (1957),1957,Children's|Drama,English,France,18027
1013,"Parent Trap, The (1961)",1961,Children's|Drama,Italian,Italy,57469
1026,So Dear to My Heart (1949),1949,Children's|Drama,English,France,20413
1547,Shiloh (1997),1997,Children's|Drama,German,India,51739
2059,"Parent Trap, The (1998)",1998,Children's|Drama,Italian,France,81695
2079,Kidnapped (1960),1960,Children's|Drama,Italian,USA,87211
2400,Prancer (1989),1989,Children's|Drama,English,India,17960
885,Bogus (1996),1996,Children's|Drama|Fantasy,French,USA,4720
1654,FairyTale: A True Story (1997),1997,Children's|Drama|Fantasy,English,France,86831
1097,E.T. the Extra-Terrestrial (1982),1982,Children's|Drama|Fantasy|Sci-Fi,Italian,Canada,4721
1583,"Simple Wish, A (1997)",1997,Children's|Fantasy,German,India,7996
2017,Babes in Toyland (1961),1961,Children's|Fantasy|Musical,French,Italy,54390
2140,"Dark Crystal, The (1982)",1982,Children's|Fantasy|Sci-Fi,English,USA,91856
2097,Something Wicked This Way Comes (1983),1983,Children's|Horror,Spanish,Italy,2474
2083,"Muppet Christmas Carol, The (1992)",1992,Children's|Musical,German,France,62142
2084,Newsies (1992),1992,Children's|Musical,Italian,USA,54084
2091,Return from Witch Mountain (1978),1978,Children's|Sci-Fi,French,Canada,15563
5,Father of the Bride Part II (1995),1995,Comedy,German,India,61291
19,Ace Ventura: When Nature Calls (1995),1995,Comedy,Spanish,USA,58261
38,It Takes Two (1995),1995,Comedy,Italian,Canada,42456
52,Mighty Aphrodite (1995),1995,Comedy,German,Italy,16459
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996,Comedy,Italian,UK,5798
65,Bio-Dome (1996),1996,Comedy,Spanish,USA,39634
69,Friday (1995),1995,Comedy,Spanish,India,57490
88,Black Sheep (1996),1996,Comedy,English,France,96230
96,In the Bleak Midwinter (1995),1995,Comedy,English,USA,9483
101,Bottle Rocket (1996),1996,Comedy,English,Italy,59763
102,Mr. Wrong (1996),1996,Comedy,French,Italy,92015
104,Happy Gilmore (1996),1996,Comedy,German,India,2602
109,Headless Body in Topless Bar (1995),1995,Comedy,German,Italy,59714
115,Happiness Is in the Field (1995),1995,Comedy,French,Canada,48416
119,"Steal Big, Steal Little (1995)",1995,Comedy,Spanish,UK,98849
125,Flirting With Disaster (1996),1996,Comedy,Spanish,France,96627
135,Down Periscope (1996),1996,Comedy,French,Canada,52277
141,"Birdcage, The (1996)",1996,Comedy,French,UK,49504
144,"Brothers McMullen, The (1995)",1995,Comedy,German,USA,18915
156,Blue in the Face (1995),1995,Comedy,Italian,France,14767
171,Jeffrey (1995),1995,Comedy,French,Canada,98725
174,Jury Duty (1995),1995,Comedy,German,Italy,11046
176,Living in Oblivion (1995),1995,Comedy,English,Italy,94076
178,Love & Human Remains (1993),1993,Comedy,Italian,Italy,78513
180,Mallrats (1995),1995,Comedy,Spanish,Italy,88028
186,Nine Months (1995),1995,Comedy,German,USA,59963
187,Party Girl (1995),1995,Comedy,German,India,59835
189,Reckless (1995),1995,Comedy,French,Canada,71202
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995,Comedy,French,Canada,72214
212,Bushwhacked (1995),1995,Comedy,German,France,21038
216,Billy Madison (1995),1995,Comedy,German,Italy,16502
223,Clerks (1994),1994,Comedy,French,UK,47752
228,Destiny Turns on the Radio (1995),1995,Comedy,French,Italy,81658
231,Dumb & Dumber (1994),1994,Comedy,English,India,59321
234,Exit to Eden (1994),1994,Comedy,Spanish,India,4986
243,Gordy (1995),1995,Comedy,German,Italy,98151
248,Houseguest (1994),1994,Comedy,German,Canada,24450
255,"Jerky Boys, The (1994)",1994,Comedy,English,UK,53835
267,Major Payne (1994),1994,Comedy,French,UK,28606
274,Man of the House (1995),1995,Comedy,Italian,UK,44241
275,Mixed Nuts (1994),1994,Comedy,French,India,89459
278,Miami Rhapsody (1995),1995,Comedy,Italian,USA,44822
298,Pushing Hands (1992),1992,Comedy,German,UK,69031
305,Ready to Wear (Pret-A-Porter) (1994),1994,Comedy,Italian,UK,53105
310,Rent-a-Kid (1995),1995,Comedy,German,UK,52788
312,Stuart Saves His Family (1995),1995,Comedy,Spanish,UK,54560
324,"Sum of Us, The (1994)",1994,Comedy,German,Canada,36898
325,National Lampoon's Senior Trip (1995),1995,Comedy,German,France,25430
333,Tommy Boy (1995),1995,Comedy,English,France,37402
344,Ace Ventura: Pet Detective (1994),1994,Comedy,English,USA,20004
348,Bullets Over Broadway (1994),1994,Comedy,Spanish,Italy,46449
352,Crooklyn (1994),1994,Comedy,French,Italy,45284
370,Naked Gun 33 1/3: The Final Insult (1994),1994,Comedy,German,France,12174
402,Open Season (1996),1996,Comedy,Italian,UK,48120
410,Addams Family Values (1993),1993,Comedy,French,Canada,86896
411,You So Crazy (1994),1994,Comedy,German,USA,10780
413,Airheads (1994),1994,Comedy,German,India,83741
414,"Air Up There, The (1994)",1994,Comedy,Spanish,India,80164
419,"Beverly Hillbillies, The (1993)",1993,Comedy,English,France,58720
429,Cabin Boy (1994),1994,Comedy,French,USA,66504
433,Clean Slate (1994),1994,Comedy,French,India,40176
437,Cops and Robbersons (1994),1994,Comedy,German,India,56489
441,Dazed and Confused (1993),1993,Comedy,Italian,India,11496
445,Fatal Instinct (1993),1993,Comedy,French,USA,6485
449,Fear of a Black Hat (1993),1993,Comedy,English,Canada,33385
453,For Love or Money (1993),1993,Comedy,Italian,France,40731
460,Getting Even with Dad (1994),1994,Comedy,German,France,99434
467,Live Nude Girls (1995),1995,Comedy,Italian,USA,56617
470,House Party 3 (1994),1994,Comedy,Spanish,Italy,44971
478,Jimmy Hollywood (1994),1994,Comedy,German,Italy,58833
486,Life with Mikey (1993),1993,Comedy,French,France,4643
489,Made in America (1993),1993,Comedy,German,France,78638
500,Mrs. Doubtfire (1993),1993,Comedy,Italian,India,61671
505,North (1994),1994,Comedy,German,India,5908
514,"Ref, The (1994)",1994,Comedy,German,UK,18157
518,"Road to Wellville, The (1994)",1994,Comedy,French,USA,33794
520,Robin Hood: Men in Tights (1993),1993,Comedy,Italian,USA,39989
542,Son in Law (1993),1993,Comedy,French,Italy,24534
559,"Paris, France (1993)",1993,Comedy,Italian,Italy,94295
564,Chasers (1994),1994,Comedy,German,Canada,98498
576,Fausto (1993),1993,Comedy,English,Canada,16402
582,Metisse (Café au Lait) (1993),1993,Comedy,German,USA,45904
585,"Brady Bunch Movie, The (1995)",1995,Comedy,Spanish,UK,55554
598,Window to Paris (1994),1994,Comedy,German,France,11257
603,"Bye Bye, Love (1995)",1995,Comedy,English,India,1992
612,"Pallbearer, The (1996)",1996,Comedy,Spanish,Italy,83889
619,Ed (1996),1996,Comedy,French,USA,72116
626,"Thin Line Between Love and Hate, A (1996)",1996,Comedy,German,Canada,92621
633,Denise Calls Up (1995),1995,Comedy,Spanish,Italy,81348
634,Theodore Rex (1995),1995,Comedy,German,Canada,31387
637,Sgt. Bilko (1996),1996,Comedy,English,USA,6785
639,Girl 6 (1996),1996,Comedy,Spanish,France,67596
641,"Little Indian, Big City (Un indien dans la ville) (1994)",1994,Comedy,Italian,France,44435
643,Peanuts - Die Bank zahlt alles (1996),1996,Comedy,English,USA,96547
644,Happy Weekend (1996),1996,Comedy,Italian,India,40912
651,"Superweib, Das (1996)",1996,Comedy,English,UK,48461
655,Mutters Courage (1995),1995,Comedy,German,USA,92568
656,Eddie (1996),1996,Comedy,English,Canada,69400
663,Kids in the Hall: Brain Candy (1996),1996,Comedy,German,India,98937
664,Faithful (1996),1996,Comedy,German,UK,14013
700,Angus (1995),1995,Comedy,Italian,UK,54357
705,Cosi (1996),1996,Comedy,English,France,79152
710,Celtic Pride (1996),1996,Comedy,German,Italy,80153
717,Mouth to Mouth (Boca a boca) (1995),1995,Comedy,French,Canada,23742
719,Multiplicity (1996),1996,Comedy,Spanish,Canada,43029
725,"Great White Hype, The (1996)",1996,Comedy,Spanish,Canada,56764
728,Cold Comfort Farm (1995),1995,Comedy,German,UK,75498
734,Getting Away With Murder (1996),1996,Comedy,Spanish,France,89730
739,Honigmond (1996),1996,Comedy,Spanish,UK,30878
743,Spy Hard (1996),1996,Comedy,Italian,USA,10264
747,"Stupids, The (1996)",1996,Comedy,Italian,Italy,16669
751,Careful (1992),1992,Comedy,English,USA,27021
772,Quartier Mozart (1992),1992,Comedy,Spanish,UK,44420
784,"Cable Guy, The (1996)",1996,Comedy,German,USA,31043
785,Kingpin (1996),1996,Comedy,French,France,82821
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",1991,Comedy,Spanish,France,90757
811,"Bewegte Mann, Der (1994)",1994,Comedy,French,UK,71225
813,Larger Than Life (1996),1996,Comedy,French,Italy,2783
818,"Very Brady Sequel, A (1996)",1996,Comedy,French,UK,21236
830,"First Wives Club, The (1996)",1996,Comedy,French,USA,6643
833,High School High (1996),1996,Comedy,Spanish,Canada,58789
834,Phat Beach (1996),1996,Comedy,Spanish,USA,13218
840,House Arrest (1996),1996,Comedy,Spanish,Canada,8456
856,Mille bolle blu (1993),1993,Comedy,German,UK,83113
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",1994,Comedy,Spanish,Italy,85256
863,Celestial Clockwork (1994),1994,Comedy,Spanish,Canada,45863
868,Death in Brunswick (1991),1991,Comedy,English,UK,26305
870,Gone Fishin' (1997),1997,Comedy,English,France,6064
871,Lover's Knot (1996),1996,Comedy,German,Canada,47321
905,It Happened One Night (1934),1934,Comedy,Spanish,India,43314
921,My Favorite Year (1982),1982,Comedy,English,UK,86435
927,"Women, The (1939)",1939,Comedy,German,Canada,67652
934,Father of the Bride (1950),1950,Comedy,Spanish,UK,20067
947,My Man Godfrey (1936),1936,Comedy,French,UK,88153
951,His Girl Friday (1940),1940,Comedy,French,Canada,91478
955,Bringing Up Baby (1938),1938,Comedy,Spanish,UK,96030
1001,"Associate, The (L'Associe)(1982)",1982,Comedy,Italian,Italy,9691
1002,Ed's Next Move (1996),1996,Comedy,Italian,Canada,94835
1020,Cool Runnings (1993),1993,Comedy,French,Italy,95670
1042,That Thing You Do! (1996),1996,Comedy,Italian,India,89282
1075,"Sexual Life of the Belgians, The (1994)",1994,Comedy,French,Italy,36562
1079,"Fish Called Wanda, A (1988)",1988,Comedy,Spanish,Italy,21192
1080,Monty Python's Life of Brian (1979),1979,Comedy,Spanish,Canada,30391
1091,Weekend at Bernie's (1989),1989,Comedy,English,Italy,22587
1098,"Search for One-eye Jimmy, The (1996)",1996,Comedy,Italian,USA,2197
1107,Loser (1991),1991,Comedy,German,Canada,42903
1113,"Associate, The (1996)",1996,Comedy,English,India,87522
1125,"Return of the Pink Panther, The (1974)",1974,Comedy,English,Canada,15431
1135,Private Benjamin (1980),1980,Comedy,Spanish,USA,52306
1136,Monty Python and the Holy Grail (1974),1974,Comedy,German,France,57587
1143,Three Lives and Only One Death (1996),1996,Comedy,Italian,Italy,69044
1158,Here Comes Cookie (1935),1935,Comedy,English,UK,32485
1160,Six of a Kind (1934),1934,Comedy,French,USA,83865
1162,"Ruling Class, The (1972)",1972,Comedy,Italian,Italy,57253
1166,Farmer & Chase (1995),1995,Comedy,German,India,88736
1167,Dear God (1996),1996,Comedy,German,Italy,77763
1171,Bob Roberts (1992),1992,Comedy,German,Italy,88881
1174,Grosse Fatigue (1994),1994,Comedy,Italian,USA,28818
1180,Hear My Song (1991),1991,Comedy,English,USA,97122
1194,Up in Smoke (1978),1978,Comedy,Spanish,France,53795
1202,Withnail and I (1987),1987,Comedy,German,UK,57432
1235,Harold and Maude (1971),1971,Comedy,German,Canada,53052
1238,Local Hero (1983),1983,Comedy,English,Canada,68504
1257,Better Off Dead... (1985),1985,Comedy,Italian,Italy,36238
1281,"Great Dictator, The (1940)",1940,Comedy,Spanish,India,1549
1285,Heathers (1989),1989,Comedy,Italian,India,95090
1292,Being There (1979),1979,Comedy,Spanish,Italy,73803
1297,Real Genius (1985),1985,Comedy,Italian,Canada,39978
1308,I Shot a Man in Vegas (1995),1995,Comedy,Spanish,France,95793
1311,Santa with Muscles (1996),1996,Comedy,French,France,7392
1317,I'm Not Rappaport (1996),1996,Comedy,Spanish,UK,82739
1390,My Fellow Americans (1996),1996,Comedy,German,UK,50605
1394,Raising Arizona (1987),1987,Comedy,Italian,UK,51564
1414,Mother (1996),1996,Comedy,Spanish,Italy,63671
1425,Fierce Creatures (1997),1997,Comedy,Italian,France,93493
1436,Falling in Love Again (1980),1980,Comedy,Italian,France,82044
1439,Meet Wally Sparks (1997),1997,Comedy,French,USA,43822
1440,Amos & Andrew (1993),1993,Comedy,German,UK,46541
1444,Guantanamera (1994),1994,Comedy,Italian,UK,52414
1446,Kolya (1996),1996,Comedy,French,Italy,32199
1449,Waiting for Guffman (1996),1996,Comedy,English,Italy,18914
1454,SubUrbia (1997),1997,Comedy,German,France,76013
1456,"Pest, The (1997)",1997,Comedy,French,Italy,1785
1461,Vegas Vacation (1997),1997,Comedy,French,Canada,79661
1485,Liar Liar (1997),1997,Comedy,French,Canada,77607
1490,B*A*P*S (1997),1997,Comedy,French,India,81899
1494,"Sixth Man, The (1997)",1997,Comedy,German,Italy,43262
1503,8 Heads in a Duffel Bag (1997),1997,Comedy,English,UK,20920
1511,A Chef in Love (1996),1996,Comedy,Italian,India,84825
1513,Romy and Michele's High School Reunion (1997),1997,Comedy,Spanish,Italy,86057
1516,Children of the Revolution (1996),1996,Comedy,Italian,France,89718
1517,Austin Powers: International Man of Mystery (1997),1997,Comedy,German,Italy,9026
1526,Fathers' Day (1997),1997,Comedy,Spanish,USA,32212
1528,Intimate Relations (1996),1996,Comedy,French,Canada,70069
1532,Sprung (1997),1997,Comedy,English,Italy,71739
1537,Shall We Dance? (Shall We Dansu?) (1996),1996,Comedy,English,France,20805
1546,Schizopolis (1996),1996,Comedy,English,UK,69390
1553,Late Bloomers (1996),1996,Comedy,Spanish,France,33136
1558,Sudden Manhattan (1996),1996,Comedy,German,India,21437
1561,Wedding Bell Blues (1996),1996,Comedy,German,Italy,85611
1581,Out to Sea (1997),1997,Comedy,English,France,76343
1585,Love Serenade (1996),1996,Comedy,Spanish,Canada,99706
1602,Leave It to Beaver (1997),1997,Comedy,German,France,72958
1612,"Kiss Me, Guido (1997)",1997,Comedy,German,France,21174
1614,In & Out (1997),1997,Comedy,German,France,28383
1640,How to Be a Player (1997),1997,Comedy,Italian,Canada,73682
1641,"Full Monty, The (1997)",1997,Comedy,French,USA,2013
1646,Rocket Man (1997),1997,Comedy,German,Canada,49409
1663,Stripes (1981),1981,Comedy,Spanish,India,85238
1665,Bean (1997),1997,Comedy,German,UK,38391
1677,Critical Care (1997),1997,Comedy,French,India,51966
1679,Chairman of the Board (1998),1998,Comedy,French,Italy,55226
1698,"Boys, Les (1997)",1997,Comedy,French,France,44883
1703,For Richer or Poorer (1997),1997,Comedy,Spanish,India,9759
1731,Mr. Magoo (1997),1997,Comedy,Spanish,Italy,58027
1738,Vermin (1998),1998,Comedy,Italian,Italy,17959
1746,Senseless (1998),1998,Comedy,French,France,61625
1753,Half Baked (1998),1998,Comedy,German,France,90463
1793,Welcome to Woop-Woop (1997),1997,Comedy,French,Italy,30577
1830,Follow the Bitch (1998),1998,Comedy,English,USA,6331
1837,"Odd Couple II, The (1998)",1998,Comedy,French,USA,85279
1839,My Giant (1998),1998,Comedy,Spanish,USA,42222
1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",1997,Comedy,French,India,4331
1855,Krippendorf's Tribe (1998),1998,Comedy,English,Italy,46014
1857,"Real Blonde, The (1997)",1997,Comedy,French,France,29505
1863,Major League: Back to the Minors (1998),1998,Comedy,German,France,39172
1864,Sour Grapes (1998),1998,Comedy,French,India,31453
1875,Clockwatchers (1997),1997,Comedy,Italian,India,35537
1883,Bulworth (1998),1998,Comedy,English,UK,40881
1886,I Got the Hook Up (1998),1998,Comedy,French,India,55966
1896,Cousin Bette (1998),1998,Comedy,English,Italy,86050
1903,Hav Plenty (1997),1997,Comedy,French,Canada,41847
1911,Doctor Dolittle (1998),1998,Comedy,Spanish,France,97843
1923,There's Something About Mary (1998),1998,Comedy,English,France,67002
1934,You Can't Take It With You (1938),1938,Comedy,English,Canada,79617
1937,Going My Way (1944),1944,Comedy,German,Italy,91554
1948,Tom Jones (1963),1963,Comedy,Spanish,Canada,60097
1963,Take the Money and Run (1969),1969,Comedy,English,India,67330
1966,Metropolitan (1990),1990,Comedy,German,Canada,31249
2007,Polish Wedding (1998),1998,Comedy,German,USA,34505
2044,"Devil and Max Devlin, The (1981)",1981,Comedy,French,Italy,3701
2060,BASEketball (1998),1998,Comedy,English,UK,3697
2072,"'burbs, The (1989)",1989,Comedy,English,France,52593
2073,Fandango (1985),1985,Comedy,French,India,52182
2109,"Jerk, The (1979)",1979,Comedy,English,India,59784
2111,"Man with Two Brains, The (1983)",1983,Comedy,Italian,UK,24875
2124,"Addams Family, The (1991)",1991,Comedy,German,Italy,56714
2128,Safe Men (1998),1998,Comedy,English,UK,92238
2134,Weird Science (1985),1985,Comedy,Spanish,India,77188
2136,"Nutty Professor, The (1963)",1963,Comedy,English,UK,39740
2144,Sixteen Candles (1984),1984,Comedy,Italian,USA,83470
2150,"Gods Must Be Crazy, The (1980)",1980,Comedy,French,USA,89514
2151,"Gods Must Be Crazy II, The (1989)",1989,Comedy,Spanish,India,43037
2155,"Slums of Beverly Hills, The (1998)",1998,Comedy,French,UK,37482
2169,Dead Man on Campus (1998),1998,Comedy,German,UK,7295
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",1998,Comedy,English,Italy,77578
2191,"Merry War, A (1997)",1997,Comedy,English,India,97271
2195,Dirty Work (1998),1998,Comedy,Spanish,France,55997
2205,Mr. & Mrs. Smith (1941),1941,Comedy,French,France,84813
2222,Champagne (1928),1928,Comedy,German,USA,91837
2223,"Farmer's Wife, The (1928)",1928,Comedy,German,UK,66019
2230,Always Tell Your Wife (1923),1923,Comedy,Spanish,USA,66849
2241,Class (1983),1983,Comedy,French,USA,75560
2246,Stars and Bars (1988),1988,Comedy,Spanish,UK,57726
2247,Married to the Mob (1988),1988,Comedy,German,USA,44110
2249,My Blue Heaven (1990),1990,Comedy,French,USA,42144
2251,"Cabinet of Dr. Ramirez, The (1991)",1991,Comedy,French,Italy,13748
2255,Young Doctors in Love (1982),1982,Comedy,Italian,Canada,85859
2261,One Crazy Summer (1986),1986,Comedy,French,USA,62699
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",1980,Comedy,English,Italy,90046
2295,"Impostors, The (1998)",1998,Comedy,English,USA,27427
2296,"Night at the Roxbury, A (1998)",1998,Comedy,Italian,Italy,56760
2299,"Battle of the Sexes, The (1959)",1959,Comedy,German,USA,32409
2301,History of the World: Part I (1981),1981,Comedy,Spanish,India,65688
2302,My Cousin Vinny (1992),1992,Comedy,Italian,USA,94045
2306,Holy Man (1998),1998,Comedy,Italian,UK,36772
2317,"Alarmist, The (1997)",1997,Comedy,German,France,86020
2318,Happiness (1998),1998,Comedy,German,Italy,32332
2319,Reach the Rock (1997),1997,Comedy,English,France,52973
2321,Pleasantville (1998),1998,Comedy,Italian,UK,49814
2325,Orgazmo (1997),1997,Comedy,French,France,53214
2335,"Waterboy, The (1998)",1998,Comedy,Spanish,Italy,61439
2342,Hard Core Logo (1996),1996,Comedy,English,USA,48638
2350,Heart Condition (1990),1990,Comedy,German,Italy,85133
2356,Celebrity (1998),1998,Comedy,German,India,61984
2359,Waking Ned Devine (1998),1998,Comedy,Spanish,France,55979
2361,Pink Flamingos (1972),1972,Comedy,French,UK,15616
2371,Fletch (1985),1985,Comedy,French,India,25325
2372,Fletch Lives (1989),1989,Comedy,Italian,France,58086
2375,"Money Pit, The (1986)",1986,Comedy,Italian,Italy,88567
2378,Police Academy (1984),1984,Comedy,English,Italy,21523
2379,Police Academy 2: Their First Assignment (1985),1985,Comedy,English,Italy,72324
2380,Police Academy 3: Back in Training (1986),1986,Comedy,French,Canada,5977
2381,Police Academy 4: Citizens on Patrol (1987),1987,Comedy,French,Canada,64056
2382,Police Academy 5: Assignment: Miami Beach (1988),1988,Comedy,Italian,India,53574
2383,Police Academy 6: City Under Siege (1989),1989,Comedy,Italian,UK,73764
2390,Little Voice (1998),1998,Comedy,Italian,Italy,64735
2395,Rushmore (1998),1998,Comedy,Spanish,India,91180
2416,Back to School (1986),1986,Comedy,Spanish,India,78586
2418,Nothing in Common (1986),1986,Comedy,German,Canada,57824
2423,Christmas Vacation (1989),1989,Comedy,Spanish,France,64587
2436,Tea with Mussolini (1999),1999,Comedy,French,Canada,30592
2463,Ruthless People (1986),1986,Comedy,English,Canada,76888
2472,Tough Guys (1986),1986,Comedy,English,Italy,84796
2473,Soul Man (1986),1986,Comedy,German,France,54792
2484,Tinseltown (1998),1998,Comedy,English,USA,56071
2492,20 Dates (1998),1998,Comedy,English,India,36458
2499,God Said 'Ha!' (1998),1998,Comedy,French,Canada,63769
2500,Jawbreaker (1999),1999,Comedy,French,Canada,84464
2507,Breakfast of Champions (1999),1999,Comedy,German,UK,98225
2509,Eight Days a Week (1997),1997,Comedy,English,UK,5444
2518,Night Shift (1982),1982,Comedy,German,Italy,32754
2539,Analyze This (1999),1999,Comedy,French,Canada,28408
2543,Six Ways to Sunday (1997),1997,Comedy,Spanish,France,69226
2545,Relax... It's Just Sex (1998),1998,Comedy,English,Italy,75733
2552,My Boyfriend's Back (1993),1993,Comedy,German,UK,29319
2555,Baby Geniuses (1999),1999,Comedy,German,USA,40616
2567,EDtv (1999),1999,Comedy,German,UK,50084
2574,"Out-of-Towners, The (1999)",1999,Comedy,Italian,USA,26948
2584,Foolish (1999),1999,Comedy,French,UK,5672
2587,Life (1999),1999,Comedy,English,India,19475
2593,"Monster, The (Il Mostro) (1994)",1994,Comedy,English,India,58686
2598,Pushing Tin (1999),1999,Comedy,German,Italy,46778
2599,Election (1999),1999,Comedy,Italian,USA,41173
2601,"Little Bit of Soul, A (1998)",1998,Comedy,English,Canada,26911
2618,"Castle, The (1997)",1997,Comedy,German,USA,24589
2623,Trippin' (1999),1999,Comedy,German,UK,32426
2683,Austin Powers: The Spy Who Shagged Me (1999),1999,Comedy,Italian,Canada,5108
2690,"Ideal Husband, An (1999)",1999,Comedy,German,Canada,6752
2694,Big Daddy (1999),1999,Comedy,Spanish,USA,19913
2696,"Dinner Game, The (Le Dîner de cons) (1998)",1998,Comedy,Spanish,France,38925
2706,American Pie (1999),1999,Comedy,German,USA,22640
2718,Drop Dead Gorgeous (1999),1999,Comedy,English,Italy,70480
2736,Brighton Beach Memoirs (1986),1986,Comedy,French,Italy,78004
2751,From the Hip (1987),1987,Comedy,German,India,2211
2759,Dick (1999),1999,Comedy,English,USA,8362
2767,Illuminata (1998),1998,Comedy,French,France,95001
2768,Stiff Upper Lips (1998),1998,Comedy,Italian,India,83226
2770,Bowfinger (1999),1999,Comedy,Italian,France,51356
2772,Detroit Rock City (1999),1999,Comedy,English,France,33416
2779,Heaven Can Wait (1978),1978,Comedy,French,France,47435
2786,Haunted Honeymoon (1986),1986,Comedy,Italian,USA,78603
2788,And Now for Something Completely Different (1971),1971,Comedy,Spanish,Italy,69724
2791,Airplane! (1980),1980,Comedy,German,India,25853
2792,Airplane II: The Sequel (1982),1982,Comedy,French,Canada,85564
